loan_size,interest_rate,borrower_income,debt_to_income,num_of_accounts,derogatory_marks,total_debt,loan_status
9200,7.02,46700,0.3576017130620990,3,0,16700,0
9300,7.057,47000,0.3617021276595750,3,0,17000,0
11200,7.872000000000000,54700,0.4515539305301650,5,1,24700,0
10400,7.5490000000000000,51600,0.4186046511627910,4,1,21600,0
9200,7.024,46700,0.3576017130620990,3,0,16700,0
11800,8.143000000000000,57200,0.4755244755244760,6,1,27200,0
8800,6.8840000000000000,45400,0.3392070484581500,3,0,15400,0
9300,7.069,47100,0.3630573248407640,3,0,17100,0
6800,6.02,37200,0.1935483870967740,1,0,7200,0
8300,6.649,43200,0.3055555555555560,2,0,13200,0
11200,7.873000000000000,54700,0.4515539305301650,5,1,24700,0
9600,7.197,48300,0.37888198757764000,4,0,18300,0
11400,7.954,55400,0.4584837545126350,5,1,25400,0
8700,6.833000000000000,44900,0.3318485523385300,3,0,14900,0
9900,7.345,49700,0.3963782696177060,4,0,19700,0
7000,6.083000000000000,37800,0.20634920634920600,1,0,7800,0
9600,7.21,48500,0.38144329896907200,4,0,18500,0
10000,7.381,50100,0.4011976047904190,4,1,20100,0
10900,7.737,53400,0.4382022471910110,5,1,23400,0
7500,6.325,40100,0.2518703241895260,2,0,10100,0
9200,7.042000000000000,46900,0.3603411513859280,3,0,16900,0
10500,7.606,52200,0.4252873563218390,4,1,22200,0
9700,7.267,49000,0.3877551020408160,4,0,19000,0
11900,8.17,57500,0.4782608695652170,6,1,27500,0
11600,8.038,56200,0.4661921708185050,5,1,26200,0
11000,7.809,54100,0.4454713493530500,5,1,24100,0
9900,7.347,49700,0.3963782696177060,4,0,19700,0
9600,7.212000000000000,48500,0.38144329896907200,4,0,18500,0
9300,7.075,47200,0.3644067796610170,3,0,17200,0
6500,5.877000000000000,35900,0.16434540389972100,1,0,5900,0
7300,6.21,39000,0.2307692307692310,2,0,9000,0
8900,6.917000000000000,45700,0.3435448577680530,3,0,15700,0
9600,7.185,48200,0.3775933609958510,4,0,18200,0
10100,7.404,50300,0.40357852882703800,4,1,20300,0
9000,6.962000000000000,46100,0.3492407809110630,3,0,16100,0
9000,6.936,45900,0.3464052287581700,3,0,15900,0
7200,6.204,39000,0.2307692307692310,2,0,9000,0
12100,8.285,58600,0.4880546075085320,6,1,28600,0
10900,7.77,53700,0.441340782,5,1,23700,0
9700,7.255,48900,0.38650306748466300,4,0,18900,0
11100,7.831,54300,0.44751381215469600,5,1,24300,0
10100,7.42,50400,0.4047619047619050,4,1,20400,0
8700,6.8420000000000000,45000,0.3333333333333330,3,0,15000,0
10700,7.689,53000,0.4339622641509430,5,1,23000,0
11000,7.82,54200,0.4464944649446500,5,1,24200,0
8300,6.662000000000000,43300,0.3071593533487300,2,0,13300,0
8800,6.879,45300,0.3377483443708610,3,0,15300,0
5800,5.594000000000000,33200,0.096385542,0,0,3200,0
11100,7.846,54400,0.4485294117647060,5,1,24400,0
9900,7.3390000000000000,49700,0.3963782696177060,4,0,19700,0
10600,7.644,52500,0.42857142857142900,5,1,22500,0
10800,7.6980000000000000,53000,0.4339622641509430,5,1,23000,0
10200,7.454,50700,0.40828402366863900,4,1,20700,0
9100,6.978,46300,0.35205183585313200,3,0,16300,0
7900,6.502000000000000,41800,0.2822966507177030,2,0,11800,0
10000,7.367000000000000,49900,0.3987975951903810,4,0,19900,0
7600,6.341,40300,0.2555831265508690,2,0,10300,0
10800,7.705,53100,0.4350282485875710,5,1,23100,0
7500,6.306,39900,0.2481203007518800,2,0,9900,0
10300,7.521,51400,0.4163424124513620,4,1,21400,0
11000,7.79,53900,0.4434137291280150,5,1,23900,0
7900,6.497000000000000,41700,0.2805755395683450,2,0,11700,0
9100,6.981,46300,0.35205183585313200,3,0,16300,0
10800,7.723,53300,0.4371482176360230,5,1,23300,0
11700,8.107000000000000,56900,0.4727592267135330,6,1,26900,0
8700,6.834,44900,0.3318485523385300,3,0,14900,0
12300,8.36,59300,0.4940978077571670,6,1,29300,0
9500,7.183,48200,0.3775933609958510,4,0,18200,0
9200,7.032,46800,0.35897435897435900,3,0,16800,0
9300,7.082000000000000,47200,0.3644067796610170,3,0,17200,0
10000,7.378000000000000,50000,0.4,4,1,20000,0
8800,6.878000000000000,45300,0.3377483443708610,3,0,15300,0
8500,6.732,43900,0.31662870159453300,3,0,13900,0
9600,7.187,48200,0.3775933609958510,4,0,18200,0
9100,7.007000000000000,46500,0.3548387096774190,3,0,16500,0
8800,6.8840000000000000,45400,0.3392070484581500,3,0,15400,0
9300,7.08,47200,0.3644067796610170,3,0,17200,0
8200,6.6130000000000000,42800,0.29906542056074800,2,0,12800,0
8600,6.792000000000000,44500,0.3258426966292140,3,0,14500,0
8400,6.7,43600,0.3119266055045870,3,0,13600,0
7000,6.08,37800,0.20634920634920600,1,0,7800,0
8200,6.619,42900,0.3006993006993010,2,0,12900,0
8900,6.914,45700,0.3435448577680530,3,0,15700,0
11300,7.93,55200,0.4565217391304350,5,1,25200,0
9800,7.2990000000000000,49300,0.3914807302231240,4,0,19300,0
9700,7.227,48600,0.382716049,4,0,18600,0
8300,6.643,43100,0.3039443155452440,2,0,13100,0
9200,7.024,46700,0.3576017130620990,3,0,16700,0
9600,7.2170000000000000,48500,0.38144329896907200,4,0,18500,0
8500,6.722,43900,0.31662870159453300,3,0,13900,0
8900,6.899,45500,0.3406593406593410,3,0,15500,0
9000,6.942,45900,0.3464052287581700,3,0,15900,0
9500,7.18,48200,0.3775933609958510,4,0,18200,0
8100,6.566,42400,0.29245283018867900,2,0,12400,0
10900,7.773,53700,0.441340782,5,1,23700,0
10300,7.489,51100,0.4129158512720160,4,1,21100,0
10000,7.368000000000000,49900,0.3987975951903810,4,0,19900,0
8700,6.804000000000000,44600,0.3273542600896860,3,0,14600,0
10700,7.693,53000,0.4339622641509430,5,1,23000,0
9500,7.166,48000,0.375,4,0,18000,0
9500,7.171,48100,0.3762993762993760,4,0,18100,0
8500,6.755,44200,0.3212669683257920,3,0,14200,0
8100,6.586,42600,0.29577464788732400,2,0,12600,0
9900,7.354,49800,0.3975903614457830,4,0,19800,0
12200,8.331,59000,0.4915254237288140,6,1,29000,0
10800,7.727,53300,0.4371482176360230,5,1,23300,0
10000,7.359,49900,0.3987975951903810,4,0,19900,0
8500,6.753000000000000,44100,0.3197278911564630,3,0,14100,0
9800,7.301,49300,0.3914807302231240,4,0,19300,0
11000,7.79,53900,0.4434137291280150,5,1,23900,0
8400,6.684,43500,0.3103448275862070,3,0,13500,0
9700,7.2620000000000000,48900,0.38650306748466300,4,0,18900,0
11100,7.855,54500,0.44954128440367000,5,1,24500,0
8800,6.858,45100,0.3348115299334810,3,0,15100,0
11800,8.157,57400,0.4773519163763070,6,1,27400,0
8900,6.894,45500,0.3406593406593410,3,0,15500,0
10000,7.368000000000000,49900,0.3987975951903810,4,0,19900,0
8200,6.59,42600,0.29577464788732400,2,0,12600,0
8100,6.55,42200,0.2890995260663510,2,0,12200,0
7800,6.454,41300,0.2736077481840190,2,0,11300,0
10200,7.474,50900,0.4106090373280940,4,1,20900,0
8900,6.922000000000000,45700,0.3435448577680530,3,0,15700,0
8500,6.742000000000000,44000,0.3181818181818180,3,0,14000,0
9200,7.044,46900,0.3603411513859280,3,0,16900,0
9800,7.288000000000000,49200,0.3902439024390240,4,0,19200,0
10100,7.428,50500,0.405940594,4,1,20500,0
8400,6.708000000000000,43700,0.3135011441647600,3,0,13700,0
10800,7.735,53400,0.4382022471910110,5,1,23400,0
9500,7.173000000000000,48100,0.3762993762993760,4,0,18100,0
7600,6.373000000000000,40600,0.2610837438423650,2,0,10600,0
8300,6.638,43100,0.3039443155452440,2,0,13100,0
9600,7.197,48300,0.37888198757764000,4,0,18300,0
7400,6.276,39700,0.2443324937027710,2,0,9700,0
9600,7.199,48300,0.37888198757764000,4,0,18300,0
8300,6.642,43100,0.3039443155452440,2,0,13100,0
9800,7.301,49300,0.3914807302231240,4,0,19300,0
7000,6.0920000000000000,37900,0.208443272,1,0,7900,0
10100,7.406000000000000,50300,0.40357852882703800,4,1,20300,0
8700,6.808,44700,0.3288590604026850,3,0,14700,0
9300,7.057,47000,0.3617021276595750,3,0,17000,0
11900,8.198,57800,0.4809688581314880,6,1,27800,0
9300,7.065,47100,0.3630573248407640,3,0,17100,0
9500,7.147,47800,0.3723849372384940,4,0,17800,0
9500,7.165,48000,0.375,4,0,18000,0
8700,6.803,44600,0.3273542600896860,3,0,14600,0
11100,7.821000000000000,54200,0.4464944649446500,5,1,24200,0
8800,6.875,45300,0.3377483443708610,3,0,15300,0
8000,6.504,41800,0.2822966507177030,2,0,11800,0
9600,7.211,48500,0.38144329896907200,4,0,18500,0
10000,7.359,49900,0.3987975951903810,4,0,19900,0
9700,7.25,48800,0.38524590163934400,4,0,18800,0
10900,7.7590000000000000,53600,0.44029850746268700,5,1,23600,0
8300,6.646,43100,0.3039443155452440,2,0,13100,0
10600,7.612,52200,0.4252873563218390,5,1,22200,0
9700,7.26,48900,0.38650306748466300,4,0,18900,0
9300,7.078000000000000,47200,0.3644067796610170,3,0,17200,0
10400,7.566,51800,0.4208494208494210,4,1,21800,0
9100,6.977,46300,0.35205183585313200,3,0,16300,0
8600,6.773,44300,0.3227990970654630,3,0,14300,0
9000,6.952000000000000,46000,0.3478260869565220,3,0,16000,0
9300,7.084,47300,0.3657505285412260,3,0,17300,0
7000,6.09,37900,0.208443272,1,0,7900,0
7200,6.171,38700,0.2248062015503880,1,0,8700,0
10300,7.517,51300,0.4152046783625730,4,1,21300,0
8500,6.7410000000000000,44000,0.3181818181818180,3,0,14000,0
8200,6.605,42800,0.29906542056074800,2,0,12800,0
12000,8.221,58000,0.4827586206896550,6,1,28000,0
8900,6.891,45400,0.3392070484581500,3,0,15400,0
8100,6.567,42400,0.29245283018867900,2,0,12400,0
10400,7.541,51600,0.4186046511627910,4,1,21600,0
10200,7.447,50700,0.40828402366863900,4,1,20700,0
9000,6.9640000000000000,46100,0.3492407809110630,3,0,16100,0
9800,7.274,49100,0.3890020366598780,4,0,19100,0
9300,7.06,47000,0.3617021276595750,3,0,17000,0
9800,7.291,49200,0.3902439024390240,4,0,19200,0
10900,7.746,53500,0.4392523364485980,5,1,23500,0
8100,6.579,42500,0.29411764705882400,2,0,12500,0
11200,7.879,54700,0.4515539305301650,5,1,24700,0
9200,7.024,46700,0.3576017130620990,3,0,16700,0
8500,6.735,44000,0.3181818181818180,3,0,14000,0
10200,7.453000000000000,50700,0.40828402366863900,4,1,20700,0
9500,7.145,47800,0.3723849372384940,4,0,17800,0
7100,6.1610000000000000,38600,0.22279792746114000,1,0,8600,0
10200,7.461,50800,0.4094488188976380,4,1,20800,0
9900,7.3390000000000000,49700,0.3963782696177060,4,0,19700,0
9100,6.9880000000000000,46400,0.3534482758620690,3,0,16400,0
10400,7.547000000000000,51600,0.4186046511627910,4,1,21600,0
8700,6.8260000000000000,44800,0.33035714285714300,3,0,14800,0
8100,6.571000000000000,42400,0.29245283018867900,2,0,12400,0
8500,6.735,44000,0.3181818181818180,3,0,14000,0
8800,6.86,45200,0.33628318584070800,3,0,15200,0
12000,8.23,58100,0.4836488812392430,6,1,28100,0
9800,7.287000000000000,49200,0.3902439024390240,4,0,19200,0
8700,6.82,44800,0.33035714285714300,3,0,14800,0
10000,7.382000000000000,50100,0.4011976047904190,4,1,20100,0
9500,7.145,47800,0.3723849372384940,4,0,17800,0
9600,7.224,48600,0.382716049,4,0,18600,0
10600,7.6130000000000000,52200,0.4252873563218390,5,1,22200,0
11100,7.836,54300,0.44751381215469600,5,1,24300,0
8400,6.703000000000000,43700,0.3135011441647600,3,0,13700,0
8500,6.724,43900,0.31662870159453300,3,0,13900,0
9300,7.07,47100,0.3630573248407640,3,0,17100,0
8100,6.587000000000000,42600,0.29577464788732400,2,0,12600,0
10400,7.526,51400,0.4163424124513620,4,1,21400,0
11600,8.044,56300,0.4671403197158080,5,1,26300,0
10300,7.5,51200,0.4140625,4,1,21200,0
8800,6.876,45300,0.3377483443708610,3,0,15300,0
11600,8.058,56400,0.4680851063829790,5,1,26400,0
9900,7.32,49500,0.3939393939393940,4,0,19500,0
10100,7.43,50500,0.405940594,4,1,20500,0
13000,8.659000000000000,62100,0.5169082125603860,7,1,32100,0
8000,6.514000000000000,41900,0.2840095465393800,2,0,11900,0
9400,7.121,47600,0.3697478991596640,3,0,17600,0
10100,7.416,50400,0.4047619047619050,4,1,20400,0
8800,6.88,45300,0.3377483443708610,3,0,15300,0
7400,6.254,39400,0.2385786802030460,2,0,9400,0
7600,6.357,40400,0.25742574257425700,2,0,10400,0
8300,6.655,43200,0.3055555555555560,2,0,13200,0
9200,7.024,46700,0.3576017130620990,3,0,16700,0
9000,6.969000000000000,46200,0.35064935064935100,3,0,16200,0
8900,6.916,45700,0.3435448577680530,3,0,15700,0
9400,7.13,47700,0.3710691823899370,3,0,17700,0
8800,6.865,45200,0.33628318584070800,3,0,15200,0
9700,7.261,48900,0.38650306748466300,4,0,18900,0
9200,7.02,46700,0.3576017130620990,3,0,16700,0
10100,7.412000000000000,50300,0.40357852882703800,4,1,20300,0
10700,7.672000000000000,52800,0.4318181818181820,5,1,22800,0
9900,7.329,49600,0.3951612903225810,4,0,19600,0
8200,6.612,42800,0.29906542056074800,2,0,12800,0
8100,6.564,42400,0.29245283018867900,2,0,12400,0
12100,8.252,58300,0.4854202401372210,6,1,28300,0
8600,6.7620000000000000,44200,0.3212669683257920,3,0,14200,0
10400,7.532,51500,0.4174757281553400,4,1,21500,0
11700,8.113,56900,0.4727592267135330,6,1,26900,0
12100,8.288,58600,0.4880546075085320,6,1,28600,0
9900,7.341,49700,0.3963782696177060,4,0,19700,0
7500,6.305,39900,0.2481203007518800,2,0,9900,0
10700,7.691,53000,0.4339622641509430,5,1,23000,0
8700,6.834,44900,0.3318485523385300,3,0,14900,0
9700,7.25,48800,0.38524590163934400,4,0,18800,0
8400,6.686,43500,0.3103448275862070,3,0,13500,0
9800,7.305,49300,0.3914807302231240,4,0,19300,0
8400,6.684,43500,0.3103448275862070,3,0,13500,0
10500,7.608,52200,0.4252873563218390,4,1,22200,0
7800,6.442,41200,0.27184466019417500,2,0,11200,0
7900,6.471,41500,0.27710843373494000,2,0,11500,0
8400,6.716,43800,0.3150684931506850,3,0,13800,0
11700,8.086,56700,0.4708994708994710,6,1,26700,0
8700,6.816,44700,0.3288590604026850,3,0,14700,0
7800,6.442,41200,0.27184466019417500,2,0,11200,0
8500,6.716,43800,0.3150684931506850,3,0,13800,0
9100,6.983,46300,0.35205183585313200,3,0,16300,0
8400,6.71,43700,0.3135011441647600,3,0,13700,0
10100,7.401,50200,0.4023904382470120,4,1,20200,0
9200,7.02,46700,0.3576017130620990,3,0,16700,0
8600,6.767,44300,0.3227990970654630,3,0,14300,0
9800,7.282,49100,0.3890020366598780,4,0,19100,0
10500,7.57,51800,0.4208494208494210,4,1,21800,0
6700,5.955,36600,0.18032786885245900,1,0,6600,0
8400,6.683,43500,0.3103448275862070,3,0,13500,0
10200,7.463000000000000,50800,0.4094488188976380,4,1,20800,0
9800,7.281000000000000,49100,0.3890020366598780,4,0,19100,0
11400,7.9910000000000000,55800,0.4623655913978490,5,1,25800,0
12900,8.591000000000000,61400,0.5114006514657980,7,1,31400,0
9500,7.1610000000000000,48000,0.375,4,0,18000,0
11200,7.904,55000,0.4545454545454550,5,1,25000,0
9000,6.933,45800,0.34497816593886500,3,0,15800,0
9400,7.108,47500,0.3684210526315790,3,0,17500,0
11100,7.83,54300,0.44751381215469600,5,1,24300,0
8000,6.527,42000,0.2857142857142860,2,0,12000,0
10500,7.588000000000000,52000,0.4230769230769230,4,1,22000,0
10100,7.41,50300,0.40357852882703800,4,1,20300,0
9300,7.069,47100,0.3630573248407640,3,0,17100,0
9500,7.16,48000,0.375,4,0,18000,0
9300,7.091,47300,0.3657505285412260,3,0,17300,0
8400,6.684,43500,0.3103448275862070,3,0,13500,0
9200,7.0330000000000000,46800,0.35897435897435900,3,0,16800,0
8200,6.591,42600,0.29577464788732400,2,0,12600,0
10100,7.41,50300,0.40357852882703800,4,1,20300,0
10100,7.4,50200,0.4023904382470120,4,1,20200,0
8900,6.922000000000000,45700,0.3435448577680530,3,0,15700,0
9800,7.27,49000,0.3877551020408160,4,0,19000,0
8400,6.68,43500,0.3103448275862070,3,0,13500,0
8900,6.914,45700,0.3435448577680530,3,0,15700,0
8500,6.757000000000000,44200,0.3212669683257920,3,0,14200,0
11300,7.931,55200,0.4565217391304350,5,1,25200,0
10500,7.598,52100,0.4241842610364680,4,1,22100,0
9200,7.038000000000000,46800,0.35897435897435900,3,0,16800,0
9000,6.941,45900,0.3464052287581700,3,0,15900,0
10400,7.532,51500,0.4174757281553400,4,1,21500,0
7500,6.325,40100,0.2518703241895260,2,0,10100,0
10400,7.525,51400,0.4163424124513620,4,1,21400,0
8300,6.668000000000000,43300,0.3071593533487300,3,0,13300,0
9600,7.223,48600,0.382716049,4,0,18600,0
8000,6.53,42000,0.2857142857142860,2,0,12000,0
11500,8.009,56000,0.4642857142857140,5,1,26000,0
9400,7.1130000000000000,47500,0.3684210526315790,3,0,17500,0
10300,7.517,51300,0.4152046783625730,4,1,21300,0
6500,5.881,35900,0.16434540389972100,1,0,5900,0
11600,8.065,56500,0.4690265486725660,5,1,26500,0
9100,6.976,46200,0.35064935064935100,3,0,16200,0
9000,6.97,46200,0.35064935064935100,3,0,16200,0
11600,8.05,56400,0.4680851063829790,5,1,26400,0
6500,5.872000000000000,35900,0.16434540389972100,1,0,5900,0
9300,7.085,47300,0.3657505285412260,3,0,17300,0
9700,7.251,48800,0.38524590163934400,4,0,18800,0
10400,7.558,51700,0.4197292069632500,4,1,21700,0
8700,6.829,44900,0.3318485523385300,3,0,14900,0
11000,7.804000000000000,54000,0.4444444444444440,5,1,24000,0
9700,7.265,49000,0.3877551020408160,4,0,19000,0
10300,7.482,51000,0.4117647058823530,4,1,21000,0
8600,6.764000000000000,44300,0.3227990970654630,3,0,14300,0
9600,7.218,48500,0.38144329896907200,4,0,18500,0
7500,6.296,39800,0.2462311557788950,2,0,9800,0
8300,6.673000000000000,43400,0.3087557603686640,3,0,13400,0
9700,7.235,48700,0.3839835728952770,4,0,18700,0
9000,6.937,45900,0.3464052287581700,3,0,15900,0
11100,7.8230000000000000,54200,0.4464944649446500,5,1,24200,0
10100,7.41,50300,0.40357852882703800,4,1,20300,0
7700,6.382000000000000,40700,0.2628992628992630,2,0,10700,0
10300,7.496,51100,0.4129158512720160,4,1,21100,0
8300,6.671,43400,0.3087557603686640,3,0,13400,0
9700,7.228,48600,0.382716049,4,0,18600,0
11900,8.178000000000000,57600,0.4791666666666670,6,1,27600,0
8600,6.777,44400,0.32432432432432400,3,0,14400,0
10300,7.498000000000000,51200,0.4140625,4,1,21200,0
9400,7.125,47700,0.3710691823899370,3,0,17700,0
10300,7.489,51100,0.4129158512720160,4,1,21100,0
9200,7.0360000000000000,46800,0.35897435897435900,3,0,16800,0
10700,7.691,53000,0.4339622641509430,5,1,23000,0
10700,7.682,52900,0.43289224952741000,5,1,22900,0
8900,6.888,45400,0.3392070484581500,3,0,15400,0
10200,7.444,50700,0.40828402366863900,4,1,20700,0
9500,7.156000000000000,47900,0.3736951983298540,4,0,17900,0
10100,7.403,50300,0.40357852882703800,4,1,20300,0
8500,6.756,44200,0.3212669683257920,3,0,14200,0
9300,7.07,47100,0.3630573248407640,3,0,17100,0
10000,7.38,50000,0.4,4,1,20000,0
8200,6.598,42700,0.297423888,2,0,12700,0
10700,7.671,52800,0.4318181818181820,5,1,22800,0
9800,7.288000000000000,49200,0.3902439024390240,4,0,19200,0
11600,8.067,56500,0.4690265486725660,5,1,26500,0
10200,7.475,50900,0.4106090373280940,4,1,20900,0
10900,7.739,53400,0.4382022471910110,5,1,23400,0
9000,6.94,45900,0.3464052287581700,3,0,15900,0
6400,5.859,35700,0.15966386554621800,1,0,5700,0
10200,7.458000000000000,50800,0.4094488188976380,4,1,20800,0
9800,7.308,49400,0.3927125506072870,4,0,19400,0
8400,6.7010000000000000,43700,0.3135011441647600,3,0,13700,0
10100,7.398,50200,0.4023904382470120,4,1,20200,0
9600,7.221,48500,0.38144329896907200,4,0,18500,0
11200,7.889000000000000,54800,0.4525547445255470,5,1,24800,0
9100,6.997000000000000,46400,0.3534482758620690,3,0,16400,0
8600,6.778,44400,0.32432432432432400,3,0,14400,0
9900,7.333000000000000,49600,0.3951612903225810,4,0,19600,0
9500,7.181,48200,0.3775933609958510,4,0,18200,0
9600,7.19,48300,0.37888198757764000,4,0,18300,0
10600,7.621,52300,0.4263862332695990,5,1,22300,0
11300,7.914,55100,0.45553539,5,1,25100,0
8900,6.906000000000000,45600,0.34210526315789500,3,0,15600,0
9000,6.932,45800,0.34497816593886500,3,0,15800,0
7100,6.129,38300,0.216710183,1,0,8300,0
10300,7.482,51000,0.4117647058823530,4,1,21000,0
9300,7.06,47000,0.3617021276595750,3,0,17000,0
10600,7.648,52600,0.4296577946768060,5,1,22600,0
8900,6.9080000000000000,45600,0.34210526315789500,3,0,15600,0
9400,7.104,47400,0.3670886075949370,3,0,17400,0
9400,7.119,47600,0.3697478991596640,3,0,17600,0
8100,6.557,42300,0.2907801418439720,2,0,12300,0
10500,7.6,52100,0.4241842610364680,4,1,22100,0
11500,8.033,56200,0.4661921708185050,5,1,26200,0
10200,7.456,50800,0.4094488188976380,4,1,20800,0
9100,7.011,46600,0.3562231759656650,3,0,16600,0
11600,8.043,56300,0.4671403197158080,5,1,26300,0
10000,7.354,49800,0.3975903614457830,4,0,19800,0
8600,6.77,44300,0.3227990970654630,3,0,14300,0
8600,6.773,44300,0.3227990970654630,3,0,14300,0
11100,7.8260000000000000,54200,0.4464944649446500,5,1,24200,0
7700,6.383000000000000,40700,0.2628992628992630,2,0,10700,0
10500,7.588000000000000,52000,0.4230769230769230,4,1,22000,0
10500,7.582000000000000,51900,0.4219653179190750,4,1,21900,0
9300,7.06,47000,0.3617021276595750,3,0,17000,0
10800,7.724,53300,0.4371482176360230,5,1,23300,0
10000,7.37,49900,0.3987975951903810,4,0,19900,0
8500,6.733,44000,0.3181818181818180,3,0,14000,0
9100,6.9880000000000000,46400,0.3534482758620690,3,0,16400,0
9500,7.169,48100,0.3762993762993760,4,0,18100,0
12000,8.222000000000000,58000,0.4827586206896550,6,1,28000,0
10300,7.503000000000000,51200,0.4140625,4,1,21200,0
9800,7.303,49300,0.3914807302231240,4,0,19300,0
8700,6.8260000000000000,44800,0.33035714285714300,3,0,14800,0
9000,6.9480000000000000,46000,0.3478260869565220,3,0,16000,0
7800,6.434,41100,0.27007299270073000,2,0,11100,0
9100,7.0120000000000000,46600,0.3562231759656650,3,0,16600,0
9800,7.31,49400,0.3927125506072870,4,0,19400,0
9700,7.2590000000000000,48900,0.38650306748466300,4,0,18900,0
9000,6.95,46000,0.3478260869565220,3,0,16000,0
8300,6.672000000000000,43400,0.3087557603686640,3,0,13400,0
8300,6.665,43300,0.3071593533487300,2,0,13300,0
8900,6.925,45800,0.34497816593886500,3,0,15800,0
8900,6.894,45500,0.3406593406593410,3,0,15500,0
9500,7.169,48100,0.3762993762993760,4,0,18100,0
10800,7.727,53300,0.4371482176360230,5,1,23300,0
10400,7.556,51700,0.4197292069632500,4,1,21700,0
8400,6.687,43500,0.3103448275862070,3,0,13500,0
7800,6.431,41100,0.27007299270073000,2,0,11100,0
9500,7.167000000000000,48000,0.375,4,0,18000,0
9700,7.227,48600,0.382716049,4,0,18600,0
10300,7.481,51000,0.4117647058823530,4,1,21000,0
9800,7.288000000000000,49200,0.3902439024390240,4,0,19200,0
8500,6.727,43900,0.31662870159453300,3,0,13900,0
9300,7.068,47100,0.3630573248407640,3,0,17100,0
9700,7.234,48700,0.3839835728952770,4,0,18700,0
10300,7.504,51200,0.4140625,4,1,21200,0
9600,7.188,48200,0.3775933609958510,4,0,18200,0
11800,8.119,57000,0.4736842105263160,6,1,27000,0
10400,7.564,51800,0.4208494208494210,4,1,21800,0
9900,7.318,49500,0.3939393939393940,4,0,19500,0
10400,7.566,51800,0.4208494208494210,4,1,21800,0
8100,6.557,42300,0.2907801418439720,2,0,12300,0
10300,7.503000000000000,51200,0.4140625,4,1,21200,0
9500,7.146,47800,0.3723849372384940,4,0,17800,0
9500,7.176,48100,0.3762993762993760,4,0,18100,0
12200,8.294,58600,0.4880546075085320,6,1,28600,0
9300,7.066,47100,0.3630573248407640,3,0,17100,0
7200,6.196000000000000,38900,0.2287917737789200,2,0,8900,0
8300,6.655,43200,0.3055555555555560,2,0,13200,0
9600,7.219000000000000,48500,0.38144329896907200,4,0,18500,0
8000,6.52,42000,0.2857142857142860,2,0,12000,0
7300,6.224,39200,0.2346938775510200,2,0,9200,0
8700,6.811,44700,0.3288590604026850,3,0,14700,0
8600,6.784,44400,0.32432432432432400,3,0,14400,0
9800,7.2990000000000000,49300,0.3914807302231240,4,0,19300,0
21000,12.058,94100,0.6811902231668440,14,3,64100,0
8500,6.72,43800,0.3150684931506850,3,0,13800,0
9000,6.966,46100,0.3492407809110630,3,0,16100,0
11500,8.009,56000,0.4642857142857140,5,1,26000,0
8000,6.506,41800,0.2822966507177030,2,0,11800,0
9700,7.229,48600,0.382716049,4,0,18600,0
7000,6.1130000000000000,38100,0.2125984251968500,1,0,8100,0
8800,6.873000000000000,45300,0.3377483443708610,3,0,15300,0
8800,6.885,45400,0.3392070484581500,3,0,15400,0
9400,7.11,47500,0.3684210526315790,3,0,17500,0
11100,7.843,54400,0.4485294117647060,5,1,24400,0
7300,6.245,39400,0.2385786802030460,2,0,9400,0
10300,7.513,51300,0.4152046783625730,4,1,21300,0
8100,6.5490000000000000,42200,0.2890995260663510,2,0,12200,0
9900,7.3260000000000000,49500,0.3939393939393940,4,0,19500,0
8900,6.92,45700,0.3435448577680530,3,0,15700,0
10600,7.639000000000000,52500,0.42857142857142900,5,1,22500,0
9200,7.015,46600,0.3562231759656650,3,0,16600,0
9300,7.067,47100,0.3630573248407640,3,0,17100,0
8900,6.914,45700,0.3435448577680530,3,0,15700,0
8900,6.919,45700,0.3435448577680530,3,0,15700,0
9500,7.141,47800,0.3723849372384940,4,0,17800,0
8900,6.91,45600,0.34210526315789500,3,0,15600,0
10300,7.494,51100,0.4129158512720160,4,1,21100,0
10400,7.534,51500,0.4174757281553400,4,1,21500,0
10200,7.455,50800,0.4094488188976380,4,1,20800,0
9000,6.933,45800,0.34497816593886500,3,0,15800,0
6400,5.8390000000000000,35500,0.15492957746478900,1,0,5500,0
11000,7.788000000000000,53900,0.4434137291280150,5,1,23900,0
8800,6.87,45200,0.33628318584070800,3,0,15200,0
10300,7.522,51400,0.4163424124513620,4,1,21400,0
9100,6.972,46200,0.35064935064935100,3,0,16200,0
9900,7.352,49800,0.3975903614457830,4,0,19800,0
10900,7.744,53500,0.4392523364485980,5,1,23500,0
10600,7.642,52500,0.42857142857142900,5,1,22500,0
8400,6.709,43700,0.3135011441647600,3,0,13700,0
9600,7.215,48500,0.38144329896907200,4,0,18500,0
7600,6.34,40300,0.2555831265508690,2,0,10300,0
10400,7.564,51800,0.4208494208494210,4,1,21800,0
8800,6.849,45000,0.3333333333333330,3,0,15000,0
8400,6.697,43600,0.3119266055045870,3,0,13600,0
18800,11.1,85100,0.6474735605170390,12,2,55100,0
8100,6.577000000000000,42500,0.29411764705882400,2,0,12500,0
9100,6.989,46400,0.3534482758620690,3,0,16400,0
7600,6.334,40200,0.2537313432835820,2,0,10200,0
8100,6.58,42500,0.29411764705882400,2,0,12500,0
10000,7.385,50100,0.4011976047904190,4,1,20100,0
9500,7.164,48000,0.375,4,0,18000,0
8400,6.715,43800,0.3150684931506850,3,0,13800,0
